# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-01-23 13:35:30 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11023340 LOS PENASQUITOS C NR POWAY CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11023340
#            TS   parameter     statistic     Description
#          7755       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	7755_00060_00003	7755_00060_00003_cd
USGS	11023340	2015-03-29	1.40	A
USGS	11023340	2015-03-30	1.44	A
USGS	11023340	2015-03-31	1.38	A
USGS	11023340	2015-04-01	1.43	A
USGS	11023340	2015-04-02	1.31	A
USGS	11023340	2015-04-03	1.34	A
USGS	11023340	2015-04-04	1.24	A
USGS	11023340	2015-04-05	1.45	A
USGS	11023340	2015-04-06	1.58	A
USGS	11023340	2015-04-07	1.56	A
USGS	11023340	2015-04-08	1.31	A
USGS	11023340	2015-04-09	1.23	A
USGS	11023340	2015-04-10	1.24	A
USGS	11023340	2015-04-11	1.16	A
USGS	11023340	2015-04-12	1.15	A
USGS	11023340	2015-04-13	1.17	A
USGS	11023340	2015-04-14	1.27	A
USGS	11023340	2015-04-15	1.17	A
USGS	11023340	2015-04-16	1.13	A
USGS	11023340	2015-04-17	1.11	A
USGS	11023340	2015-04-18	1.02	A
USGS	11023340	2015-04-19	0.99	A
USGS	11023340	2015-04-20	1.04	A
USGS	11023340	2015-04-21	1.08	A
USGS	11023340	2015-04-22	1.15	A
USGS	11023340	2015-04-23	1.25	A
USGS	11023340	2015-04-24	16.4	A
USGS	11023340	2015-04-25	3.84	A
USGS	11023340	2015-04-26	7.73	A
USGS	11023340	2015-04-27	1.86	A
USGS	11023340	2015-04-28	1.38	A
USGS	11023340	2015-04-29	1.23	A
USGS	11023340	2015-04-30	1.09	A
USGS	11023340	2015-05-01	1.06	A
USGS	11023340	2015-05-02	0.97	A
USGS	11023340	2015-05-03	0.96	A
USGS	11023340	2015-05-04	0.97	A
USGS	11023340	2015-05-05	1.06	A
USGS	11023340	2015-05-06	1.09	A
USGS	11023340	2015-05-07	1.15	A
USGS	11023340	2015-05-08	75.5	A
USGS	11023340	2015-05-09	5.41	A
USGS	11023340	2015-05-10	2.36	A
USGS	11023340	2015-05-11	1.85	A
USGS	11023340	2015-05-12	1.61	A
USGS	11023340	2015-05-13	2.50	A
USGS	11023340	2015-05-14	1.86	A
USGS	11023340	2015-05-15	95.6	A
USGS	11023340	2015-05-16	7.79	A
USGS	11023340	2015-05-17	3.01	A
USGS	11023340	2015-05-18	2.46	A
USGS	11023340	2015-05-19	2.37	A
USGS	11023340	2015-05-20	4.01	A
USGS	11023340	2015-05-21	2.52	A
USGS	11023340	2015-05-22	5.59	A
USGS	11023340	2015-05-23	5.84	A
USGS	11023340	2015-05-24	2.84	A
USGS	11023340	2015-05-25	2.38	A
USGS	11023340	2015-05-26	2.29	A
USGS	11023340	2015-05-27	2.26	A
USGS	11023340	2015-05-28	1.95	A
USGS	11023340	2015-05-29	1.90	A
USGS	11023340	2015-05-30	1.76	A
USGS	11023340	2015-05-31	1.66	A
USGS	11023340	2015-06-01	1.62	A
USGS	11023340	2015-06-02	1.55	A
USGS	11023340	2015-06-03	1.41	A
USGS	11023340	2015-06-04	1.34	A
USGS	11023340	2015-06-05	1.32	A
USGS	11023340	2015-06-06	1.22	A
USGS	11023340	2015-06-07	1.21	A
USGS	11023340	2015-06-08	1.19	A
USGS	11023340	2015-06-09	1.14	A
USGS	11023340	2015-06-10	1.15	A
USGS	11023340	2015-06-11	1.24	A
USGS	11023340	2015-06-12	1.27	A
USGS	11023340	2015-06-13	1.27	A
USGS	11023340	2015-06-14	1.18	A
USGS	11023340	2015-06-15	1.14	A
USGS	11023340	2015-06-16	1.09	A
USGS	11023340	2015-06-17	0.98	A
USGS	11023340	2015-06-18	0.95	A
USGS	11023340	2015-06-19	0.99	A
USGS	11023340	2015-06-20	0.90	A
USGS	11023340	2015-06-21	0.84	A
USGS	11023340	2015-06-22	0.82	A
USGS	11023340	2015-06-23	0.82	A
USGS	11023340	2015-06-24	0.88	A
USGS	11023340	2015-06-25	0.89	A
USGS	11023340	2015-06-26	0.84	A
USGS	11023340	2015-06-27	0.88	A
USGS	11023340	2015-06-28	1.01	A
USGS	11023340	2015-06-29	1.07	A
USGS	11023340	2015-06-30	8.18	A
USGS	11023340	2015-07-01	6.16	A
USGS	11023340	2015-07-02	3.67	A
USGS	11023340	2015-07-03	3.84	A
USGS	11023340	2015-07-04	1.02	A
USGS	11023340	2015-07-05	0.99	A
USGS	11023340	2015-07-06	1.01	A
USGS	11023340	2015-07-07	1.02	A
USGS	11023340	2015-07-08	1.06	A
USGS	11023340	2015-07-09	1.04	A
USGS	11023340	2015-07-10	1.04	A
USGS	11023340	2015-07-11	0.90	A
USGS	11023340	2015-07-12	0.85	A
USGS	11023340	2015-07-13	0.83	A
USGS	11023340	2015-07-14	0.83	A
USGS	11023340	2015-07-15	0.84	A
USGS	11023340	2015-07-16	0.81	A
USGS	11023340	2015-07-17	0.80	A
USGS	11023340	2015-07-18	149	A
USGS	11023340	2015-07-19	24.2	A
USGS	11023340	2015-07-20	17.5	A
USGS	11023340	2015-07-21	2.96	A
USGS	11023340	2015-07-22	2.12	A
USGS	11023340	2015-07-23	1.66	A
USGS	11023340	2015-07-24	1.71	A
USGS	11023340	2015-07-25	2.44	A
USGS	11023340	2015-07-26	1.35	A
USGS	11023340	2015-07-27	1.12	A
USGS	11023340	2015-07-28	1.07	A
USGS	11023340	2015-07-29	1.07	A
USGS	11023340	2015-07-30	1.03	A
USGS	11023340	2015-07-31	1.02	A
USGS	11023340	2015-08-01	0.99	A
USGS	11023340	2015-08-02	0.97	A
USGS	11023340	2015-08-03	0.97	A
USGS	11023340	2015-08-04	0.94	A
USGS	11023340	2015-08-05	0.87	A
USGS	11023340	2015-08-06	0.84	A:e
USGS	11023340	2015-08-07	0.82	A:e
USGS	11023340	2015-08-08	0.80	A:e
USGS	11023340	2015-08-09	0.80	A:e
USGS	11023340	2015-08-10	0.79	A:e
USGS	11023340	2015-08-11	0.79	A:e
USGS	11023340	2015-08-12	1.00	A:e
USGS	11023340	2015-08-13	0.79	A
USGS	11023340	2015-08-14	0.75	A
USGS	11023340	2015-08-15	0.69	A
USGS	11023340	2015-08-16	0.64	A
USGS	11023340	2015-08-17	0.63	A
USGS	11023340	2015-08-18	0.69	A
USGS	11023340	2015-08-19	0.69	A
USGS	11023340	2015-08-20	0.71	A
USGS	11023340	2015-08-21	0.69	A
USGS	11023340	2015-08-22	0.68	A
USGS	11023340	2015-08-23	0.68	A
USGS	11023340	2015-08-24	0.66	A
USGS	11023340	2015-08-25	0.70	A
USGS	11023340	2015-08-26	0.74	A
USGS	11023340	2015-08-27	0.68	A
USGS	11023340	2015-08-28	0.59	A
USGS	11023340	2015-08-29	0.55	A
USGS	11023340	2015-08-30	0.54	A
USGS	11023340	2015-08-31	0.55	A
USGS	11023340	2015-09-01	0.60	A
USGS	11023340	2015-09-02	0.62	A
USGS	11023340	2015-09-03	0.61	A
USGS	11023340	2015-09-04	0.81	A
USGS	11023340	2015-09-05	0.66	A
USGS	11023340	2015-09-06	0.61	A
USGS	11023340	2015-09-07	0.61	A
USGS	11023340	2015-09-08	0.58	A
USGS	11023340	2015-09-09	0.71	A
USGS	11023340	2015-09-10	0.58	A
USGS	11023340	2015-09-11	0.58	A
USGS	11023340	2015-09-12	0.57	A
USGS	11023340	2015-09-13	0.56	A
USGS	11023340	2015-09-14	0.59	A
USGS	11023340	2015-09-15	80.1	A
USGS	11023340	2015-09-16	7.86	A
USGS	11023340	2015-09-17	2.98	A
USGS	11023340	2015-09-18	2.29	A
USGS	11023340	2015-09-19	2.00	A
USGS	11023340	2015-09-20	1.79	A
USGS	11023340	2015-09-21	1.66	A
USGS	11023340	2015-09-22	1.74	A
USGS	11023340	2015-09-23	1.68	A
USGS	11023340	2015-09-24	3.50	A
USGS	11023340	2015-09-25	1.80	A
USGS	11023340	2015-09-26	1.37	A
USGS	11023340	2015-09-27	1.24	A
USGS	11023340	2015-09-28	1.22	A
USGS	11023340	2015-09-29	1.27	A
USGS	11023340	2015-09-30	1.21	A
USGS	11023340	2015-10-01	1.19	A
USGS	11023340	2015-10-02	1.22	A
USGS	11023340	2015-10-03	1.26	A
USGS	11023340	2015-10-04	28.9	A
USGS	11023340	2015-10-05	18.5	A
USGS	11023340	2015-10-06	4.86	A
USGS	11023340	2015-10-07	2.09	A
USGS	11023340	2015-10-08	1.77	A
USGS	11023340	2015-10-09	1.85	A
USGS	11023340	2015-10-10	2.23	A
USGS	11023340	2015-10-11	1.43	A
USGS	11023340	2015-10-12	1.40	A
USGS	11023340	2015-10-13	1.31	A
USGS	11023340	2015-10-14	1.26	A
USGS	11023340	2015-10-15	1.40	A
USGS	11023340	2015-10-16	1.85	A
USGS	11023340	2015-10-17	1.81	A
USGS	11023340	2015-10-18	2.17	A
USGS	11023340	2015-10-19	1.92	A
USGS	11023340	2015-10-20	1.64	A
USGS	11023340	2015-10-21	1.65	A
USGS	11023340	2015-10-22	1.51	A
USGS	11023340	2015-10-23	1.65	A
USGS	11023340	2015-10-24	1.63	A
USGS	11023340	2015-10-25	1.68	A
USGS	11023340	2015-10-26	3.89	A
USGS	11023340	2015-10-27	5.97	A
USGS	11023340	2015-10-28	5.34	A
USGS	11023340	2015-10-29	4.65	A
USGS	11023340	2015-10-30	2.85	A
USGS	11023340	2015-10-31	1.43	A
USGS	11023340	2015-11-01	6.21	A
USGS	11023340	2015-11-02	3.07	A
USGS	11023340	2015-11-03	8.24	A
USGS	11023340	2015-11-04	10.2	A
USGS	11023340	2015-11-05	2.58	A
USGS	11023340	2015-11-06	1.85	A
USGS	11023340	2015-11-07	1.66	A
USGS	11023340	2015-11-08	1.58	A
USGS	11023340	2015-11-09	1.64	A
USGS	11023340	2015-11-10	3.40	A
USGS	11023340	2015-11-11	2.25	A
USGS	11023340	2015-11-12	1.72	A
USGS	11023340	2015-11-13	1.59	A
USGS	11023340	2015-11-14	1.62	A
USGS	11023340	2015-11-15	3.81	A
USGS	11023340	2015-11-16	5.24	A
USGS	11023340	2015-11-17	2.16	A
USGS	11023340	2015-11-18	1.75	A
USGS	11023340	2015-11-19	1.64	A
USGS	11023340	2015-11-20	1.53	A
USGS	11023340	2015-11-21	1.52	A
USGS	11023340	2015-11-22	1.45	A
USGS	11023340	2015-11-23	1.41	A
USGS	11023340	2015-11-24	1.45	A
USGS	11023340	2015-11-25	5.85	A
USGS	11023340	2015-11-26	2.63	A
USGS	11023340	2015-11-27	13.0	A
USGS	11023340	2015-11-28	4.16	A
USGS	11023340	2015-11-29	2.32	A
USGS	11023340	2015-11-30	1.92	A
USGS	11023340	2015-12-01	1.81	A
USGS	11023340	2015-12-02	1.65	A
USGS	11023340	2015-12-03	1.66	A
USGS	11023340	2015-12-04	1.58	A
USGS	11023340	2015-12-05	1.74	A
USGS	11023340	2015-12-06	1.73	A
USGS	11023340	2015-12-07	1.64	A
USGS	11023340	2015-12-08	1.70	A
USGS	11023340	2015-12-09	1.59	A
USGS	11023340	2015-12-10	1.63	A
USGS	11023340	2015-12-11	24.0	A
USGS	11023340	2015-12-12	6.44	A
USGS	11023340	2015-12-13	6.33	A
USGS	11023340	2015-12-14	26.2	A
USGS	11023340	2015-12-15	2.74	A
USGS	11023340	2015-12-16	1.88	A
USGS	11023340	2015-12-17	1.63	A
USGS	11023340	2015-12-18	1.59	A
USGS	11023340	2015-12-19	3.76	A
USGS	11023340	2015-12-20	12.4	A
USGS	11023340	2015-12-21	2.70	A
USGS	11023340	2015-12-22	75.8	A
USGS	11023340	2015-12-23	28.6	A
USGS	11023340	2015-12-24	5.20	A
USGS	11023340	2015-12-25	4.10	A
USGS	11023340	2015-12-26	5.13	A
USGS	11023340	2015-12-27	2.36	A
USGS	11023340	2015-12-28	7.08	A
USGS	11023340	2015-12-29	6.30	A
USGS	11023340	2015-12-30	2.81	A
USGS	11023340	2015-12-31	2.79	A
USGS	11023340	2016-01-01	2.10	A
USGS	11023340	2016-01-02	1.97	A
USGS	11023340	2016-01-03	1.93	A
USGS	11023340	2016-01-04	3.12	A
USGS	11023340	2016-01-05	559	A
USGS	11023340	2016-01-06	419	A
USGS	11023340	2016-01-07	549	A
USGS	11023340	2016-01-08	73.3	A
USGS	11023340	2016-01-09	18.5	A
USGS	11023340	2016-01-10	12.0	A
USGS	11023340	2016-01-11	9.49	A
USGS	11023340	2016-01-12	11.1	A
USGS	11023340	2016-01-13	6.78	A
USGS	11023340	2016-01-14	6.04	A
USGS	11023340	2016-01-15	5.54	A
USGS	11023340	2016-01-16	5.23	A
USGS	11023340	2016-01-17	4.88	A
USGS	11023340	2016-01-18	4.70	A
USGS	11023340	2016-01-19	4.60	A
USGS	11023340	2016-01-20	5.72	A
USGS	11023340	2016-01-21	8.42	A
USGS	11023340	2016-01-22	7.35	A
USGS	11023340	2016-01-23	6.70	A
USGS	11023340	2016-01-24	9.39	A
USGS	11023340	2016-01-25	4.98	A
USGS	11023340	2016-01-26	3.75	A
USGS	11023340	2016-01-27	3.56	A
USGS	11023340	2016-01-28	3.53	A
USGS	11023340	2016-01-29	3.54	A
USGS	11023340	2016-01-30	3.55	A
USGS	11023340	2016-01-31	55.4	A
USGS	11023340	2016-02-01	14.3	A
USGS	11023340	2016-02-02	6.34	A
USGS	11023340	2016-02-03	7.42	A
USGS	11023340	2016-02-04	4.10	A
USGS	11023340	2016-02-05	3.70	A
USGS	11023340	2016-02-06	3.39	A
USGS	11023340	2016-02-07	3.25	A
USGS	11023340	2016-02-08	3.14	A
USGS	11023340	2016-02-09	3.06	A
USGS	11023340	2016-02-10	3.02	A
USGS	11023340	2016-02-11	2.94	A
USGS	11023340	2016-02-12	2.94	A
USGS	11023340	2016-02-13	3.38	A
USGS	11023340	2016-02-14	2.91	A
USGS	11023340	2016-02-15	2.86	A
USGS	11023340	2016-02-16	2.75	A
USGS	11023340	2016-02-17	2.86	A
USGS	11023340	2016-02-18	7.13	A
USGS	11023340	2016-02-19	3.45	A
USGS	11023340	2016-02-20	2.84	A
USGS	11023340	2016-02-21	3.47	A
USGS	11023340	2016-02-22	2.63	A
USGS	11023340	2016-02-23	2.53	A
USGS	11023340	2016-02-24	2.37	A
USGS	11023340	2016-02-25	2.26	A
USGS	11023340	2016-02-26	2.25	A
USGS	11023340	2016-02-27	2.28	A
USGS	11023340	2016-02-28	2.21	A
USGS	11023340	2016-02-29	2.24	A
USGS	11023340	2016-03-01	2.23	A
USGS	11023340	2016-03-02	2.16	A
USGS	11023340	2016-03-03	2.17	A
USGS	11023340	2016-03-04	2.28	A
USGS	11023340	2016-03-05	2.23	A
USGS	11023340	2016-03-06	16.7	A
USGS	11023340	2016-03-07	43.5	A
USGS	11023340	2016-03-08	14.5	A
USGS	11023340	2016-03-09	5.41	A
USGS	11023340	2016-03-10	6.64	A
USGS	11023340	2016-03-11	18.5	A
USGS	11023340	2016-03-12	10.8	A
USGS	11023340	2016-03-13	3.78	A
USGS	11023340	2016-03-14	3.10	A
USGS	11023340	2016-03-15	3.76	A
USGS	11023340	2016-03-16	2.60	A
USGS	11023340	2016-03-17	2.41	A
USGS	11023340	2016-03-18	2.31	A
USGS	11023340	2016-03-19	2.21	A
USGS	11023340	2016-03-20	2.09	A
USGS	11023340	2016-03-21	2.08	A
USGS	11023340	2016-03-22	2.07	A
USGS	11023340	2016-03-23	1.87	A
USGS	11023340	2016-03-24	1.80	A
USGS	11023340	2016-03-25	1.76	A
USGS	11023340	2016-03-26	1.81	A
USGS	11023340	2016-03-27	1.85	A
USGS	11023340	2016-03-28	1.76	A
USGS	11023340	2016-03-29	1.72	A
USGS	11023340	2016-03-30	1.63	A
USGS	11023340	2016-03-31	1.60	A
USGS	11023340	2016-04-01	1.62	A
USGS	11023340	2016-04-02	1.53	A
USGS	11023340	2016-04-03	1.37	A
USGS	11023340	2016-04-04	1.35	A
USGS	11023340	2016-04-05	1.31	A
USGS	11023340	2016-04-06	2.19	A
USGS	11023340	2016-04-07	17.5	A
USGS	11023340	2016-04-08	15.3	A
USGS	11023340	2016-04-09	8.49	A
USGS	11023340	2016-04-10	76.4	A
USGS	11023340	2016-04-11	10.6	A
USGS	11023340	2016-04-12	5.21	A
USGS	11023340	2016-04-13	3.05	A
USGS	11023340	2016-04-14	2.81	A
USGS	11023340	2016-04-15	3.93	A
USGS	11023340	2016-04-16	2.17	A
USGS	11023340	2016-04-17	1.68	A
USGS	11023340	2016-04-18	1.49	A
USGS	11023340	2016-04-19	1.36	A
USGS	11023340	2016-04-20	1.25	A
USGS	11023340	2016-04-21	1.14	A
USGS	11023340	2016-04-22	1.10	A
USGS	11023340	2016-04-23	1.22	A
USGS	11023340	2016-04-24	1.09	A
USGS	11023340	2016-04-25	1.13	A
USGS	11023340	2016-04-26	1.14	A
USGS	11023340	2016-04-27	1.04	A
USGS	11023340	2016-04-28	1.39	A
USGS	11023340	2016-04-29	1.30	A:e
USGS	11023340	2016-04-30	1.20	A:e
USGS	11023340	2016-05-01	1.10	A:e
USGS	11023340	2016-05-02	1.00	A:e
USGS	11023340	2016-05-03	1.10	A:e
USGS	11023340	2016-05-04	0.85	A
USGS	11023340	2016-05-05	0.86	A
USGS	11023340	2016-05-06	17.5	A
USGS	11023340	2016-05-07	3.78	A
USGS	11023340	2016-05-08	2.04	A
USGS	11023340	2016-05-09	1.61	A
USGS	11023340	2016-05-10	1.59	A
USGS	11023340	2016-05-11	1.32	A
USGS	11023340	2016-05-12	1.19	A
USGS	11023340	2016-05-13	1.11	A
USGS	11023340	2016-05-14	1.07	A
USGS	11023340	2016-05-15	1.13	A
USGS	11023340	2016-05-16	1.08	A
USGS	11023340	2016-05-17	1.16	A
USGS	11023340	2016-05-18	1.12	A
USGS	11023340	2016-05-19	0.97	A
USGS	11023340	2016-05-20	0.87	A
USGS	11023340	2016-05-21	0.79	A
USGS	11023340	2016-05-22	0.70	A
USGS	11023340	2016-05-23	0.74	A
USGS	11023340	2016-05-24	0.80	A
USGS	11023340	2016-05-25	0.95	A
USGS	11023340	2016-05-26	0.83	A
USGS	11023340	2016-05-27	0.85	A
USGS	11023340	2016-05-28	0.88	A
USGS	11023340	2016-05-29	1.03	A
USGS	11023340	2016-05-30	1.19	A
USGS	11023340	2016-05-31	1.10	A
USGS	11023340	2016-06-01	1.05	A
USGS	11023340	2016-06-02	0.94	A
USGS	11023340	2016-06-03	0.78	A
USGS	11023340	2016-06-04	0.65	A
USGS	11023340	2016-06-05	0.73	A
USGS	11023340	2016-06-06	0.75	A
USGS	11023340	2016-06-07	0.79	A
USGS	11023340	2016-06-08	0.76	A
USGS	11023340	2016-06-09	0.76	A
USGS	11023340	2016-06-10	0.72	A
USGS	11023340	2016-06-11	1.01	A
USGS	11023340	2016-06-12	0.80	A
USGS	11023340	2016-06-13	0.84	A
USGS	11023340	2016-06-14	0.84	A
USGS	11023340	2016-06-15	0.77	A
USGS	11023340	2016-06-16	0.70	A
USGS	11023340	2016-06-17	0.60	A
USGS	11023340	2016-06-18	0.47	A
USGS	11023340	2016-06-19	0.48	A
USGS	11023340	2016-06-20	0.53	A
USGS	11023340	2016-06-21	0.58	A
USGS	11023340	2016-06-22	0.58	A
USGS	11023340	2016-06-23	0.52	A
USGS	11023340	2016-06-24	0.52	A
USGS	11023340	2016-06-25	0.42	A
USGS	11023340	2016-06-26	0.39	A
USGS	11023340	2016-06-27	0.48	A
USGS	11023340	2016-06-28	0.51	A
USGS	11023340	2016-06-29	0.45	A
USGS	11023340	2016-06-30	0.44	A
USGS	11023340	2016-07-01	0.40	A
USGS	11023340	2016-07-02	0.33	A
USGS	11023340	2016-07-03	0.38	A
USGS	11023340	2016-07-04	0.45	A
USGS	11023340	2016-07-05	0.49	A
USGS	11023340	2016-07-06	0.52	A
USGS	11023340	2016-07-07	0.51	A
USGS	11023340	2016-07-08	0.56	A
USGS	11023340	2016-07-09	0.44	A
USGS	11023340	2016-07-10	0.42	A
USGS	11023340	2016-07-11	0.46	A
USGS	11023340	2016-07-12	0.49	A
USGS	11023340	2016-07-13	0.51	A
USGS	11023340	2016-07-14	0.50	A
USGS	11023340	2016-07-15	0.54	A
USGS	11023340	2016-07-16	0.57	A:e
USGS	11023340	2016-07-17	0.58	A:e
USGS	11023340	2016-07-18	0.57	A:e
USGS	11023340	2016-07-19	0.55	A
USGS	11023340	2016-07-20	0.54	A
USGS	11023340	2016-07-21	0.47	A
USGS	11023340	2016-07-22	0.39	A
USGS	11023340	2016-07-23	0.32	A
USGS	11023340	2016-07-24	0.28	A
USGS	11023340	2016-07-25	0.50	A
USGS	11023340	2016-07-26	0.55	A
USGS	11023340	2016-07-27	0.49	A
USGS	11023340	2016-07-28	0.46	A
USGS	11023340	2016-07-29	0.42	A
USGS	11023340	2016-07-30	0.41	A
USGS	11023340	2016-07-31	0.38	A
USGS	11023340	2016-08-01	0.38	A
USGS	11023340	2016-08-02	0.40	A
USGS	11023340	2016-08-03	0.40	A
USGS	11023340	2016-08-04	0.38	A
USGS	11023340	2016-08-05	0.41	A
USGS	11023340	2016-08-06	0.41	A
USGS	11023340	2016-08-07	0.53	A
USGS	11023340	2016-08-08	0.48	A
USGS	11023340	2016-08-09	0.47	A
USGS	11023340	2016-08-10	0.48	A
USGS	11023340	2016-08-11	0.48	A
USGS	11023340	2016-08-12	0.45	A
USGS	11023340	2016-08-13	0.46	A
USGS	11023340	2016-08-14	0.40	A
USGS	11023340	2016-08-15	0.44	A
USGS	11023340	2016-08-16	0.44	A
USGS	11023340	2016-08-17	0.39	A
USGS	11023340	2016-08-18	0.34	A
USGS	11023340	2016-08-19	0.39	A
USGS	11023340	2016-08-20	0.40	A
USGS	11023340	2016-08-21	0.39	A
USGS	11023340	2016-08-22	0.42	A
USGS	11023340	2016-08-23	0.40	A
USGS	11023340	2016-08-24	0.43	A
USGS	11023340	2016-08-25	0.42	A
USGS	11023340	2016-08-26	0.50	A
USGS	11023340	2016-08-27	0.54	A
USGS	11023340	2016-08-28	0.48	A
USGS	11023340	2016-08-29	0.39	A
USGS	11023340	2016-08-30	0.58	A
USGS	11023340	2016-08-31	0.52	A
USGS	11023340	2016-09-01	0.48	A
USGS	11023340	2016-09-02	0.42	A
USGS	11023340	2016-09-03	0.44	A
USGS	11023340	2016-09-04	0.42	A
USGS	11023340	2016-09-05	0.44	A
USGS	11023340	2016-09-06	0.44	A
USGS	11023340	2016-09-07	0.44	A
USGS	11023340	2016-09-08	0.50	A
USGS	11023340	2016-09-09	0.58	A
USGS	11023340	2016-09-10	0.84	A
USGS	11023340	2016-09-11	0.54	A
USGS	11023340	2016-09-12	0.58	A
USGS	11023340	2016-09-13	0.61	A
USGS	11023340	2016-09-14	0.63	A
USGS	11023340	2016-09-15	0.56	A
USGS	11023340	2016-09-16	0.43	A
USGS	11023340	2016-09-17	0.33	A
USGS	11023340	2016-09-18	0.34	A
USGS	11023340	2016-09-19	0.36	A
USGS	11023340	2016-09-20	4.38	A
USGS	11023340	2016-09-21	28.8	A
USGS	11023340	2016-09-22	2.60	A
USGS	11023340	2016-09-23	1.13	A
USGS	11023340	2016-09-24	0.78	A
USGS	11023340	2016-09-25	0.61	A
USGS	11023340	2016-09-26	0.49	A
USGS	11023340	2016-09-27	0.35	A
USGS	11023340	2016-09-28	0.37	A
USGS	11023340	2016-09-29	0.43	A
USGS	11023340	2016-09-30	0.45	A
USGS	11023340	2016-10-01	0.39	A
USGS	11023340	2016-10-02	0.38	A
USGS	11023340	2016-10-03	0.41	A
USGS	11023340	2016-10-04	0.49	A
USGS	11023340	2016-10-05	0.59	A
USGS	11023340	2016-10-06	0.68	A
USGS	11023340	2016-10-07	0.68	A
USGS	11023340	2016-10-08	0.58	A
USGS	11023340	2016-10-09	0.53	A
USGS	11023340	2016-10-10	0.52	A
USGS	11023340	2016-10-11	0.59	A
USGS	11023340	2016-10-12	0.80	A
USGS	11023340	2016-10-13	0.84	A
USGS	11023340	2016-10-14	0.90	A
USGS	11023340	2016-10-15	1.11	A
USGS	11023340	2016-10-16	1.00	A
USGS	11023340	2016-10-17	0.98	A
USGS	11023340	2016-10-18	1.10	A
USGS	11023340	2016-10-19	0.93	A
USGS	11023340	2016-10-20	0.74	A
USGS	11023340	2016-10-21	0.68	A
USGS	11023340	2016-10-22	0.66	A
USGS	11023340	2016-10-23	0.65	A
USGS	11023340	2016-10-24	1.13	A
USGS	11023340	2016-10-25	3.34	A
USGS	11023340	2016-10-26	1.24	A
USGS	11023340	2016-10-27	0.92	A
USGS	11023340	2016-10-28	0.98	A
USGS	11023340	2016-10-29	0.96	A
USGS	11023340	2016-10-30	0.97	A
USGS	11023340	2016-10-31	1.11	A
USGS	11023340	2016-11-01	0.94	A
USGS	11023340	2016-11-02	0.82	A
USGS	11023340	2016-11-03	0.72	A
USGS	11023340	2016-11-04	0.71	A
USGS	11023340	2016-11-05	0.74	A
USGS	11023340	2016-11-06	0.73	A
USGS	11023340	2016-11-07	0.72	A
USGS	11023340	2016-11-08	0.73	A
USGS	11023340	2016-11-09	0.74	A
USGS	11023340	2016-11-10	0.63	A
USGS	11023340	2016-11-11	0.65	A
USGS	11023340	2016-11-12	0.66	A
USGS	11023340	2016-11-13	0.68	A
USGS	11023340	2016-11-14	0.70	A
USGS	11023340	2016-11-15	0.75	A
USGS	11023340	2016-11-16	0.86	A
USGS	11023340	2016-11-17	0.82	A
USGS	11023340	2016-11-18	0.80	A
USGS	11023340	2016-11-19	0.74	A
USGS	11023340	2016-11-20	1.08	A
USGS	11023340	2016-11-21	55.7	A
USGS	11023340	2016-11-22	3.49	A
USGS	11023340	2016-11-23	1.62	A
USGS	11023340	2016-11-24	1.22	A
USGS	11023340	2016-11-25	1.24	A
USGS	11023340	2016-11-26	31.0	A
USGS	11023340	2016-11-27	54.0	A
USGS	11023340	2016-11-28	6.65	A
USGS	11023340	2016-11-29	3.01	A
USGS	11023340	2016-11-30	2.03	A
USGS	11023340	2016-12-01	1.74	A
USGS	11023340	2016-12-02	4.03	A:e
USGS	11023340	2016-12-03	3.26	A:e
USGS	11023340	2016-12-04	2.91	A:e
USGS	11023340	2016-12-05	2.56	A:e
USGS	11023340	2016-12-06	2.16	A:e
USGS	11023340	2016-12-07	1.86	A:e
USGS	11023340	2016-12-08	1.58	A:e
USGS	11023340	2016-12-09	1.37	A:e
USGS	11023340	2016-12-10	1.37	A
USGS	11023340	2016-12-11	2.04	A
USGS	11023340	2016-12-12	1.54	A
USGS	11023340	2016-12-13	1.47	A
USGS	11023340	2016-12-14	1.42	A
USGS	11023340	2016-12-15	2.20	A
USGS	11023340	2016-12-16	216	A
USGS	11023340	2016-12-17	14.7	A
USGS	11023340	2016-12-18	6.26	A
USGS	11023340	2016-12-19	4.55	A
USGS	11023340	2016-12-20	6.13	A
USGS	11023340	2016-12-21	28.9	A
USGS	11023340	2016-12-22	75.8	A
USGS	11023340	2016-12-23	19.7	A
USGS	11023340	2016-12-24	155	A
USGS	11023340	2016-12-25	13.3	A
USGS	11023340	2016-12-26	8.09	A
